NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,Viability
CdSe,None,6.0,,,41.0,24.0,NHLF,Human,Lung,Fibroblast,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,60.24
CdSe,PULsin,4.0,,,0.2,4.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,67.0
CdSe,TAT,4.0,,,0.04,20.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,75.0
CdTe,Cystein_based,4.1,,,0.76,24.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,34.91
CdSe,None,9.0,,,0.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,77.2
CdSe,None,6.0,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,15.0
CdTe,HSV_TK_based,3.9,,,1.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,91.14
CdHgTe,None,3.0,,,0.12,120.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,37.04
CdSe,None,9.0,,,0.02,240.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,92.31
CdSe,None,7.0,,,0.0,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,97.0
CdTe,None,3.0,,,0.4,10.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,35.0
CdSe,None,4.0,,,0.0,72.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,19.2
CdSe,nucleic_acids,5.0,,,0.04,6.0,SK-N-SH,Human,Brain,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,101.06
CdTe,None,3.17,,,0.17,24.0,Cd-Resistant-MT-Null,Mouse,Embryo,Fibroblast,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,46.15
CdSe,sodium_based,3.0,,,8.28,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,5.6
CdSe,None,7.5,,,0.15,4.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,Live/Dead,,quantum_dots,80.0
CdTe,None,4.0,,,0.1,24.0,Hepa1-6,Mouse,Liver,Hepatocyte,,cancer,female,Hemolysis,,quantum_dots,116.13
CdTe,None,3.2,,,0.1,12.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,6.0
CdSe,None,5.0,,,0.01,3.0,SW1990,Human,Pancreas,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,99.0
CdSe,Cystein_based,4.8,,,0.1,6.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,106.67
CdSe,CPP,4.0,,,0.2,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,67.0
CdSe,None,4.6,,,7.17,12.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,56.9
CdTe,None,3.0,,,1.4,24.0,4T1,Mouse,Breast,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,74.18
CdSe,None,4.7,,,0.02,72.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,64.69
CdSe,None,6.0,,,0.1,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,92.0
CdSe,None,3.0,,,8.28,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,37.5
CdSe,None,7.7,,,0.03,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,9.36
CdSe,None,5.0,,,0.57,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0.0
CdSe,None,6.7,,,0.04,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,28.5
CdSeS,None,3.6,,,0.64,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Live/Dead,,quantum_dots,64.1
CdTe,None,2.2,,,0.16,12.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,Luciferase-assay,,quantum_dots,30.0
CdSe,None,5.6,,,0.08,3.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,95.17
CdTe,Cystein_based,,,,0.42,16.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,7.0
CdTe,None,3.5,,,2.52,48.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,11.11
CdSeTe,None,8.65,,,0.02,336.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,65.0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,quantum_dots,104.0
CdTe,None,4.0,,,0.08,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,XTT,TetrazoliumSalt,quantum_dots,70.59
CdTe,None,5.3,,,0.02,48.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,65.7
CdTe,Cystein_based,,,,0.3,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,38.0
CdSe,None,9.0,,,0.02,24.0,mMSCs,Mouse,BoneMarrow,Fibroblast,Stem,Normal,,Live/Dead,,quantum_dots,66.67
CdS,None,4.0,,,0.03,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,80.0
CdTe,None,3.4,,,10.22,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,54.0
CdSe,None,5.4,,,0.1,36.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,48.48
CdTe,None,2.8,,,0.49,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,93.0
CdSeTe,SA_based,8.65,,,0.01,24.0,H1650,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,103.85
CdSe,CPP,4.0,,,0.2,1.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,106.36
CdSe,Phe,5.0,,,0.96,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,24.42
CdTe,None,3.0,,,1.25,24.0,LO2,Human,Liver,Hepatocyte,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,21.0
CdSeTe,SA_based,8.65,,,0.01,24.0,H1650,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.38
CdTe,None,6.0,,,0.02,24.0,HELF,Human,Lung,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,85.0
CdTe,None,5.25,,,330.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,5.0,,,0.57,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0.0
CdSe,None,4.6,,,2.87,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,41.0
CdSeTe,nucleic_acids,12.0,,,0.5,24.0,BMDC,Mouse,BoneMarrow,Dendritic,,Normal,,MTS,TetrazoliumSalt,quantum_dots,97.22
CdTe,None,5.3,,,0.02,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,60.17
QDs,TGA,11.7,-30.0,,0.0,12.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,55.1
CdSe,None,5.0,,,0.08,24.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,90.0
CdTe,Cystein_based,2.9,,,0.22,6.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,Luciferase-assay,,quantum_dots,48.28
CdSeTe,None,4.3,,,0.08,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,12.0
CdSe,None,4.0,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,69.0
CdS,Cystein_based,,,,0.24,24.0,CHL,Hamster,Lung,Fibroblast,neonate,Normal,female,MTT,TetrazoliumSalt,quantum_dots,16.15
CdTe,None,5.0,,,4.13,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,53.33
CdTe,None,4.3,,,0.28,24.0,HCCLM6,Human,Liver,Hepatocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,65.0,,,0.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,61.23
CdSeS,None,10.0,,,0.01,48.0,U87,Human,Brain,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,90.0
CdSe,None,8.3,,,0.0,5.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,73.2
CdSe,None,4.7,,,0.03,24.0,C17_2,Mouse,Cerebellum,Neural,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,50.87
CdSe,None,9.0,,,0.02,24.0,HS27,Human,Foreskin,Fibroblast,neonate,Normal,male,WST-1,TetrazoliumSalt,quantum_dots,98.0
CdSe,CPP,4.0,,,15.0,1.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,54.0
CdSeTe,None,12.0,,,0.01,48.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,96.92
CdTe,None,2.9,,,0.02,24.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,68.75
QDs,None,1.4,,,100.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,2.58
CdTe,None,4.31,,,8.66,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,39.4
CdSeTe,Arginine_based,8.65,,,0.01,12.0,NHAC-Kn,Human,Knee,Chondrocytes,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,58.0
CdTe,None,5.3,,,0.02,96.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,8.8
CdSe,None,9.0,,,0.4,3.0,Du145,Human,Brain,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,9.0,,,0.02,624.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,Serum_based,6.0,,,0.02,72.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,109.09
CdTe,None,2.4,,,46.19,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,12.0
CdSe,None,5.2,,,1.0,48.0,LLC­PK1,Pig,Kidney,Epithelial,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0.0
CdSeTe,Lysine,4.5,,,4.78,24.0,MiaPaCa,Human,Pancreas,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,86.11
CdTe,None,3.32,,,0.3,10.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,41.0
CdTe,None,2.5,,,100.0,24.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,23.0
CdSeTe,HSV_TK_based,12.0,,,0.01,96.0,Hep3B,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,98.97
QDs,TGA,11.7,-30.0,,0.0,16.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,49.0
CdSe,D_penicillamine_based,5.4,,,0.1,12.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,75.76
CdTe,Gd,10.8,,,0.27,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,108.77
CdTe,None,4.5,,,0.1,48.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,APO_BrdU_TUNEL,BrdUTP,quantum_dots,68.0
CdTe,None,3.5,,,1.0,72.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,37.97
CdTe,L_GSH_based,4.2,,,0.04,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,62.0
CdTe,None,3.1,,,2.5,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,46.0
CdTe,Autophagy-Inhibitor,4.2,,,0.04,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,104.0
CdTe,Folic_acid_based,4.3,,,0.1,1.0,KB,Human,Cervix,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,56.25
CdSe,None,9.0,,,0.02,48.0,primary,Cow,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,89.0
CdSe,None,5.0,,,0.08,48.0,IMR90,Human,Lung,Fibroblast,neonate,Normal,female,Others,,quantum_dots,97.0
CdSe,GSH,3.02,,,0.4,48.0,HFB-4,Human,Foreskin,Epithelial,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,90.91
CdSe,CPP,4.0,,,0.2,1.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,76.0
CdSe,None,5.0,,,0.08,8.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,96.0
CdTe,None,3.5,,,0.06,48.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,70.97
QDs,COOH,10.0,,,0.05,24.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,Live/Dead,CalceinAM,quantum_dots,62.18
CdTe,Cystein_based,,,,0.83,24.0,RBL-2H3,Rat,Blood,Basophil,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,7.0
CdSe,None,3.3,,,0.32,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,11.9
CdSe,None,11.2,,,0.02,96.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,34.67
CdSe,None,7.7,,,0.03,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,11.11
CdTe,Cystein_based,2.71,,,0.54,1.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,81.36
CdSe,None,4.0,,,0.2,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,62.0
CdTe,Cystein_based,3.0,,,3.03,24.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,65.0
CdSe,CPP,4.3,,,0.1,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,90.0
CdSe,None,2.2,,,0.73,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,FACS,fluorescent,quantum_dots,57.45
CdTe,Folic_acid_based,6.0,,,0.0,0.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,105.0
CdS,None,4.0,,,0.04,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,78.18
CdSe,His_based,4.3,,,0.02,24.0,NHAC-Kn,Human,Knee,Chondrocytes,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,101.0
CdSe,None,7.0,,,0.45,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,65.04
CdHgTe,None,7.0,,,100.0,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,Colonigenic-assay,CrystalViolet,quantum_dots,17.19
CdSe,None,7.15,,,0.1,24.0,NSC,Rat,Brain,Stem-cell,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,53.57
CdSe,sodium_based,103.0,,,0.0,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,43.85
CdSe,None,3.5,,,0.1,12.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,94.92
QDs,Gelatin_based,14.3,-29.0,,0.0,17.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,98.72
CdTe,None,2.5,,,100.0,12.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,Arginine_based,4.55,,,1.31,48.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,17.0
CdSe,Cystein_based,,,,0.02,48.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,62.22
CdTe,Cystein_based,,,,0.19,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,62.0
CdSe,None,3.37,,,2.34,22.0,NHBE,Human,Lung,Epithelial,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,135.0
CdSe,None,5.0,,,10.0,48.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,85.0
CdSeTe,Cystein_based,,,,0.68,24.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,29.41
CdTe,None,7.0,,,2.0,24.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,87.05
CdTe,None,2.3,,,0.96,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,25.0
CdTe,None,4.5,,,0.3,168.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,16.4
CdS,None,4.0,,,0.03,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,76.36
CdSe,None,5.0,,,0.01,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,68.66
CdSe,None,9.0,,,0.02,48.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,92.31
CdSe,D_penicillamine_based,4.0,,,0.01,4.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,72.3
CdTe,None,2.2,,,4.07,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,30.0
CdSeTe,None,8.65,,,0.02,6.0,RAG,Mouse,Kidney,Fibroblast,,cancer,,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,5.45,,,1.65,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,94.29
CdSeTe,HSV_TK_based,12.0,,,0.01,96.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,58.7
CdSe,sodium_based,3.0,,,8.28,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,4.5
CdTe,Gelatin_based,4.5,,,0.1,72.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,APO_BrdU_TUNEL,BrdUTP,quantum_dots,60.0
CdTe,gum_arabic,3.0,,,0.2,24.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,23.8
CdSe,None,6.7,,,0.16,24.0,MTEC,Mouse,Trachea,Epithelial,Adult,Normal,,LDH,LDHrelease,quantum_dots,86.9
CdTe,None,5.3,,,0.02,8.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,91.0
CdTe,None,2.2,,,4.65,48.0,AML12,Mouse,Liver,Hepatocyte,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0.0
CdTe,None,2.0,,,200.0,72.0,T-Cruzi,Protozoa,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,8.24
CdTe,None,5.0,,,0.05,4.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,70.59
CdTe,None,5.3,,,0.02,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,35.5
CdSe,Hydroxyapatite,4.6,,,3.3,1.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,76.8
CdSe,None,2.2,,,0.19,12.0,JB6,Human,Blood,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,94.3
CdS,None,67.5,,,4.1,6.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,FDA,,quantum_dots,72.6
CdSe,None,3.2,,,5.0,48.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,FACS,fluorescent,quantum_dots,97.0
CdTe,Antibiotics,5.06,,,0.21,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,92.86
CdTe,None,5.3,,,0.02,96.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,10.2
CdSe,Lipofectamine,4.0,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,73.0
CdSe,Arginine_based,4.0,,,0.05,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,34.04
CdSe,CPP,4.0,,,0.2,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,39.28
CdSe,None,7.7,,,0.03,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,44.59
CdSe,None,7.15,,,0.05,48.0,SNB19,Human,Brain,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,86.0
CdSe,None,5.7,,,0.1,0.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,quantum_dots,76.6
CdSe,None,4.8,,,0.1,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,96.0
CdSe,CPP,4.0,,,0.2,4.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,76.0
CdSe,CPP,2.8,,,0.25,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,56.0
CdTe,None,2.64,,,0.29,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0.0
CdSe,None,9.0,,,0.0,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,85.2
CdSe,Lipofectamine,4.0,,,0.2,4.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,64.0
CdTe,GSH,3.3,,,9.5,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,9.0,,,0.01,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,94.67
CdTe,FuGENE-HD,7.0,,,2.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,72.85
CdSe,His_based,4.3,,,0.02,24.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,100.0
CdSe,Serum_based,5.0,,,0.02,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,96.15
CdSe,CPP,4.3,,,60.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,10.0
CdS,None,4.7,,,0.02,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,4.0,,,0.4,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdTe,GSH,3.7,,,1.55,2.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,99.85
CdSe,None,4.6,,,0.02,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,61.0
CdTe,DMSA,3.4,,,0.55,24.0,LLC­PK1,Pig,Kidney,Epithelial,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,2.63
CdTe,None,4.0,,,0.1,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,59.68
CdSe,PULsin,4.0,,,0.2,4.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,CPP,4.0,,,0.2,1.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,67.0
